12:24:25.531 INFO  manager.ApplicationManager - All tests run in Chrome browser
12:24:26.584 INFO  manager.ApplicationManager - The link----->https://telranedu.web.app/home
12:24:26.637 INFO  manager.ListenerWD - before find element: By.xpath: //*[text()='Sign Out']
12:24:31.708 INFO  manager.ListenerWD - element found success: By.xpath: //*[text()='Sign Out']
12:24:31.711 INFO  manager.ListenerWD - before find element: By.xpath: //a[text()='LOGIN']
12:24:31.752 INFO  manager.ListenerWD - element found success: By.xpath: //a[text()='LOGIN']
12:24:31.765 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> xpath: //a[text()='LOGIN']]
12:24:31.860 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> xpath: //a[text()='LOGIN']]
12:24:31.861 INFO  manager.ListenerWD - before find element: By.cssSelector: input[placeholder='Email']
12:24:31.917 INFO  manager.ListenerWD - element found success: By.cssSelector: input[placeholder='Email']
12:24:31.918 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: input[placeholder='Email']]
12:24:32.077 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: input[placeholder='Email']]
12:24:32.361 INFO  manager.ListenerWD - before find element: By.xpath: //input[@placeholder='Password']
12:24:32.388 INFO  manager.ListenerWD - element found success: By.xpath: //input[@placeholder='Password']
12:24:32.389 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> xpath: //input[@placeholder='Password']]
12:24:32.455 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> xpath: //input[@placeholder='Password']]
12:24:32.623 INFO  manager.ListenerWD - before find element: By.xpath: //button[text()='Login']
12:24:32.656 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
12:24:32.657 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> xpath: //button[text()='Login']]
12:24:32.724 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> xpath: //button[text()='Login']]
12:24:32.724 INFO  tests.TestBase - before method need log in
12:24:32.742 INFO  tests.TestBase - Name of method----->addNewContactWrongName
12:24:32.788 INFO  tests.TestBase - Tests run with data: --->Contact(name=, lastName=Stark, phone=323265934562, email=stark@gmail.com, address=NY, description=empty name)
12:24:32.789 INFO  manager.ListenerWD - before find element: By.cssSelector: a[href='/add']
12:24:34.263 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/add']
12:24:34.264 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: a[href='/add']]
12:24:34.348 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: a[href='/add']]
12:24:34.349 INFO  manager.ListenerWD - before find element: By.cssSelector: [placeholder='Name']
12:24:34.388 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='Name']
12:24:34.389 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='Name']]
12:24:34.451 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='Name']]
12:24:34.596 INFO  manager.ListenerWD - before find element: By.cssSelector: [placeholder='Last Name']
12:24:34.616 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='Last Name']
12:24:34.616 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='Last Name']]
12:24:34.677 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='Last Name']]
12:24:34.834 INFO  manager.ListenerWD - before find element: By.cssSelector: [placeholder='Phone']
12:24:34.853 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='Phone']
12:24:34.854 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='Phone']]
12:24:34.912 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='Phone']]
12:24:35.056 INFO  manager.ListenerWD - before find element: By.cssSelector: [placeholder='email']
12:24:35.083 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='email']
12:24:35.084 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='email']]
12:24:35.131 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='email']]
12:24:35.282 INFO  manager.ListenerWD - before find element: By.cssSelector: [placeholder='Address']
12:24:35.315 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='Address']
12:24:35.315 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='Address']]
12:24:35.373 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='Address']]
12:24:35.526 INFO  manager.ListenerWD - before find element: By.cssSelector: [placeholder='description']
12:24:35.555 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='description']
12:24:35.555 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='description']]
12:24:35.611 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: [placeholder='description']]
12:24:36.192 INFO  manager.ListenerWD - before find element: By.cssSelector: .add_form__2rsm2>button
12:24:36.218 INFO  manager.ListenerWD - element found success: By.cssSelector: .add_form__2rsm2>button
12:24:36.219 INFO  manager.ListenerWD - start method click on:[[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: .add_form__2rsm2>button]
12:24:36.275 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (cb04016e314e2d150e639944b741e916)] -> css selector: .add_form__2rsm2>button]
